,image_x1_path,image_x1_filename,image_x1_dim,image_x2_path,image_x2_filename,image_x2_dim,image_x4_path,image_x4_filename,image_x4_dim,image_x8_path,image_x8_filename,image_x8_dim,image_x16_path,image_x16_filename,image_x16_dim
970,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982936296107972x1.png,images_rig_cam4_1474982936296107972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982936296107972x2.png,images_rig_cam4_1474982936296107972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982936296107972x4.png,images_rig_cam4_1474982936296107972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982936296107972x8.png,images_rig_cam4_1474982936296107972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982936296107972x16.png,images_rig_cam4_1474982936296107972x16.png,512x512
1477,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833698224107598x1.png,images_rig_cam4_1477833698224107598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833698224107598x2.png,images_rig_cam4_1477833698224107598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833698224107598x4.png,images_rig_cam4_1477833698224107598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833698224107598x8.png,images_rig_cam4_1477833698224107598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833698224107598x16.png,images_rig_cam4_1477833698224107598x16.png,512x512
1667,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833694537707598x1.png,images_rig_cam5_1477833694537707598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833694537707598x2.png,images_rig_cam5_1477833694537707598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833694537707598x4.png,images_rig_cam5_1477833694537707598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833694537707598x8.png,images_rig_cam5_1477833694537707598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833694537707598x16.png,images_rig_cam5_1477833694537707598x16.png,512x512
1476,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833698150379598x1.png,images_rig_cam4_1477833698150379598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833698150379598x2.png,images_rig_cam4_1477833698150379598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833698150379598x4.png,images_rig_cam4_1477833698150379598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833698150379598x8.png,images_rig_cam4_1477833698150379598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833698150379598x16.png,images_rig_cam4_1477833698150379598x16.png,512x512
1596,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833689303019598x1.png,images_rig_cam5_1477833689303019598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833689303019598x2.png,images_rig_cam5_1477833689303019598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833689303019598x4.png,images_rig_cam5_1477833689303019598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833689303019598x8.png,images_rig_cam5_1477833689303019598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833689303019598x16.png,images_rig_cam5_1477833689303019598x16.png,512x512
1641,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833692620779598x1.png,images_rig_cam5_1477833692620779598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833692620779598x2.png,images_rig_cam5_1477833692620779598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833692620779598x4.png,images_rig_cam5_1477833692620779598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833692620779598x8.png,images_rig_cam5_1477833692620779598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833692620779598x16.png,images_rig_cam5_1477833692620779598x16.png,512x512
1931,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838509582961559x1.png,images_rig_cam4_1477838509582961559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838509582961559x2.png,images_rig_cam4_1477838509582961559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838509582961559x4.png,images_rig_cam4_1477838509582961559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838509582961559x8.png,images_rig_cam4_1477838509582961559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838509582961559x16.png,images_rig_cam4_1477838509582961559x16.png,512x512
885,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982929881771972x1.png,images_rig_cam4_1474982929881771972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982929881771972x2.png,images_rig_cam4_1474982929881771972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982929881771972x4.png,images_rig_cam4_1474982929881771972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982929881771972x8.png,images_rig_cam4_1474982929881771972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982929881771972x16.png,images_rig_cam4_1474982929881771972x16.png,512x512
79,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843922936999523x1.png,images_rig_cam4_1477843922936999523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843922936999523x2.png,images_rig_cam4_1477843922936999523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843922936999523x4.png,images_rig_cam4_1477843922936999523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843922936999523x8.png,images_rig_cam4_1477843922936999523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843922936999523x16.png,images_rig_cam4_1477843922936999523x16.png,512x512
1172,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982932093611972x1.png,images_rig_cam5_1474982932093611972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982932093611972x2.png,images_rig_cam5_1474982932093611972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982932093611972x4.png,images_rig_cam5_1474982932093611972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982932093611972x8.png,images_rig_cam5_1474982932093611972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982932093611972x16.png,images_rig_cam5_1474982932093611972x16.png,512x512
814,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982924647083972x1.png,images_rig_cam4_1474982924647083972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982924647083972x2.png,images_rig_cam4_1474982924647083972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982924647083972x4.png,images_rig_cam4_1474982924647083972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982924647083972x8.png,images_rig_cam4_1474982924647083972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982924647083972x16.png,images_rig_cam4_1474982924647083972x16.png,512x512
1240,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982937254571972x1.png,images_rig_cam5_1474982937254571972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982937254571972x2.png,images_rig_cam5_1474982937254571972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982937254571972x4.png,images_rig_cam5_1474982937254571972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982937254571972x8.png,images_rig_cam5_1474982937254571972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982937254571972x16.png,images_rig_cam5_1474982937254571972x16.png,512x512
671,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975201750386738x1.png,images_rig_cam4_1474975201750386738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975201750386738x2.png,images_rig_cam4_1474975201750386738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975201750386738x4.png,images_rig_cam4_1474975201750386738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975201750386738x8.png,images_rig_cam4_1474975201750386738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975201750386738x16.png,images_rig_cam4_1474975201750386738x16.png,512x512
1758,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833701246955598x1.png,images_rig_cam5_1477833701246955598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833701246955598x2.png,images_rig_cam5_1477833701246955598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833701246955598x4.png,images_rig_cam5_1477833701246955598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833701246955598x8.png,images_rig_cam5_1477833701246955598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833701246955598x16.png,images_rig_cam5_1477833701246955598x16.png,512x512
57,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843921314983523x1.png,images_rig_cam4_1477843921314983523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843921314983523x2.png,images_rig_cam4_1477843921314983523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843921314983523x4.png,images_rig_cam4_1477843921314983523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843921314983523x8.png,images_rig_cam4_1477843921314983523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843921314983523x16.png,images_rig_cam4_1477843921314983523x16.png,512x512
133,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843926918311523x1.png,images_rig_cam4_1477843926918311523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843926918311523x2.png,images_rig_cam4_1477843926918311523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843926918311523x4.png,images_rig_cam4_1477843926918311523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843926918311523x8.png,images_rig_cam4_1477843926918311523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843926918311523x16.png,images_rig_cam4_1477843926918311523x16.png,512x512
1140,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982929734315972x1.png,images_rig_cam5_1474982929734315972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982929734315972x2.png,images_rig_cam5_1474982929734315972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982929734315972x4.png,images_rig_cam5_1474982929734315972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982929734315972x8.png,images_rig_cam5_1474982929734315972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982929734315972x16.png,images_rig_cam5_1474982929734315972x16.png,512x512
933,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982933568171972x1.png,images_rig_cam4_1474982933568171972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982933568171972x2.png,images_rig_cam4_1474982933568171972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982933568171972x4.png,images_rig_cam4_1474982933568171972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982933568171972x8.png,images_rig_cam4_1474982933568171972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982933568171972x16.png,images_rig_cam4_1474982933568171972x16.png,512x512
1632,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833691957227598x1.png,images_rig_cam5_1477833691957227598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833691957227598x2.png,images_rig_cam5_1477833691957227598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833691957227598x4.png,images_rig_cam5_1477833691957227598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833691957227598x8.png,images_rig_cam5_1477833691957227598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833691957227598x16.png,images_rig_cam5_1477833691957227598x16.png,512x512
823,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982925310635972x1.png,images_rig_cam4_1474982925310635972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982925310635972x2.png,images_rig_cam4_1474982925310635972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982925310635972x4.png,images_rig_cam4_1474982925310635972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982925310635972x8.png,images_rig_cam4_1474982925310635972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982925310635972x16.png,images_rig_cam4_1474982925310635972x16.png,512x512
1214,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982935337643972x1.png,images_rig_cam5_1474982935337643972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982935337643972x2.png,images_rig_cam5_1474982935337643972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982935337643972x4.png,images_rig_cam5_1474982935337643972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982935337643972x8.png,images_rig_cam5_1474982935337643972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982935337643972x16.png,images_rig_cam5_1474982935337643972x16.png,512x512
504,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975189364082738x1.png,images_rig_cam4_1474975189364082738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975189364082738x2.png,images_rig_cam4_1474975189364082738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975189364082738x4.png,images_rig_cam4_1474975189364082738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975189364082738x8.png,images_rig_cam4_1474975189364082738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975189364082738x16.png,images_rig_cam4_1474975189364082738x16.png,512x512
1719,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833698371563598x1.png,images_rig_cam5_1477833698371563598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833698371563598x2.png,images_rig_cam5_1477833698371563598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833698371563598x4.png,images_rig_cam5_1477833698371563598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833698371563598x8.png,images_rig_cam5_1477833698371563598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833698371563598x16.png,images_rig_cam5_1477833698371563598x16.png,512x512
347,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843925222567523x1.png,images_rig_cam5_1477843925222567523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843925222567523x2.png,images_rig_cam5_1477843925222567523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843925222567523x4.png,images_rig_cam5_1477843925222567523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843925222567523x8.png,images_rig_cam5_1477843925222567523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843925222567523x16.png,images_rig_cam5_1477843925222567523x16.png,512x512
386,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843928097959523x1.png,images_rig_cam5_1477843928097959523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843928097959523x2.png,images_rig_cam5_1477843928097959523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843928097959523x4.png,images_rig_cam5_1477843928097959523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843928097959523x8.png,images_rig_cam5_1477843928097959523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843928097959523x16.png,images_rig_cam5_1477843928097959523x16.png,512x512
1024,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982940277419972x1.png,images_rig_cam4_1474982940277419972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982940277419972x2.png,images_rig_cam4_1474982940277419972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982940277419972x4.png,images_rig_cam4_1474982940277419972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982940277419972x8.png,images_rig_cam4_1474982940277419972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982940277419972x16.png,images_rig_cam4_1474982940277419972x16.png,512x512
894,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982930545323972x1.png,images_rig_cam4_1474982930545323972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982930545323972x2.png,images_rig_cam4_1474982930545323972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982930545323972x4.png,images_rig_cam4_1474982930545323972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982930545323972x8.png,images_rig_cam4_1474982930545323972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982930545323972x16.png,images_rig_cam4_1474982930545323972x16.png,512x512
828,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474982925679275972x1.png,images_rig_cam4_1474982925679275972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474982925679275972x2.png,images_rig_cam4_1474982925679275972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474982925679275972x4.png,images_rig_cam4_1474982925679275972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474982925679275972x8.png,images_rig_cam4_1474982925679275972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474982925679275972x16.png,images_rig_cam4_1474982925679275972x16.png,512x512
1833,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838502357617559x1.png,images_rig_cam4_1477838502357617559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838502357617559x2.png,images_rig_cam4_1477838502357617559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838502357617559x4.png,images_rig_cam4_1477838502357617559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838502357617559x8.png,images_rig_cam4_1477838502357617559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838502357617559x16.png,images_rig_cam4_1477838502357617559x16.png,512x512
475,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477843934659751523x1.png,images_rig_cam5_1477843934659751523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477843934659751523x2.png,images_rig_cam5_1477843934659751523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477843934659751523x4.png,images_rig_cam5_1477843934659751523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477843934659751523x8.png,images_rig_cam5_1477843934659751523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477843934659751523x16.png,images_rig_cam5_1477843934659751523x16.png,512x512
1423,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477833694242795598x1.png,images_rig_cam4_1477833694242795598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477833694242795598x2.png,images_rig_cam4_1477833694242795598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477833694242795598x4.png,images_rig_cam4_1477833694242795598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477833694242795598x8.png,images_rig_cam4_1477833694242795598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477833694242795598x16.png,images_rig_cam4_1477833694242795598x16.png,512x512
1645,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1477833692915691598x1.png,images_rig_cam5_1477833692915691598x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1477833692915691598x2.png,images_rig_cam5_1477833692915691598x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1477833692915691598x4.png,images_rig_cam5_1477833692915691598x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1477833692915691598x8.png,images_rig_cam5_1477833692915691598x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1477833692915691598x16.png,images_rig_cam5_1477833692915691598x16.png,512x512
652,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975200349554738x1.png,images_rig_cam4_1474975200349554738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975200349554738x2.png,images_rig_cam4_1474975200349554738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975200349554738x4.png,images_rig_cam4_1474975200349554738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975200349554738x8.png,images_rig_cam4_1474975200349554738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975200349554738x16.png,images_rig_cam4_1474975200349554738x16.png,512x512
172,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843929793703523x1.png,images_rig_cam4_1477843929793703523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843929793703523x2.png,images_rig_cam4_1477843929793703523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843929793703523x4.png,images_rig_cam4_1477843929793703523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843929793703523x8.png,images_rig_cam4_1477843929793703523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843929793703523x16.png,images_rig_cam4_1477843929793703523x16.png,512x512
1149,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam5_1474982930397867972x1.png,images_rig_cam5_1474982930397867972x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam5_1474982930397867972x2.png,images_rig_cam5_1474982930397867972x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam5_1474982930397867972x4.png,images_rig_cam5_1474982930397867972x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam5_1474982930397867972x8.png,images_rig_cam5_1474982930397867972x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam5_1474982930397867972x16.png,images_rig_cam5_1474982930397867972x16.png,512x512
38,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843919914151523x1.png,images_rig_cam4_1477843919914151523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843919914151523x2.png,images_rig_cam4_1477843919914151523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843919914151523x4.png,images_rig_cam4_1477843919914151523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843919914151523x8.png,images_rig_cam4_1477843919914151523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843919914151523x16.png,images_rig_cam4_1477843919914151523x16.png,512x512
713,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1474975204846962738x1.png,images_rig_cam4_1474975204846962738x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1474975204846962738x2.png,images_rig_cam4_1474975204846962738x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1474975204846962738x4.png,images_rig_cam4_1474975204846962738x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1474975204846962738x8.png,images_rig_cam4_1474975204846962738x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1474975204846962738x16.png,images_rig_cam4_1474975204846962738x16.png,512x512
90,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477843923748007523x1.png,images_rig_cam4_1477843923748007523x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477843923748007523x2.png,images_rig_cam4_1477843923748007523x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477843923748007523x4.png,images_rig_cam4_1477843923748007523x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477843923748007523x8.png,images_rig_cam4_1477843923748007523x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477843923748007523x16.png,images_rig_cam4_1477843923748007523x16.png,512x512
1875,/l/vision/v5/sragas/ETH_3D/x1/images_rig_cam4_1477838505454193559x1.png,images_rig_cam4_1477838505454193559x1.png,32x32,/l/vision/v5/sragas/ETH_3D/x2/images_rig_cam4_1477838505454193559x2.png,images_rig_cam4_1477838505454193559x2.png,64x64,/l/vision/v5/sragas/ETH_3D/x4/images_rig_cam4_1477838505454193559x4.png,images_rig_cam4_1477838505454193559x4.png,128x128,/l/vision/v5/sragas/ETH_3D/x8/images_rig_cam4_1477838505454193559x8.png,images_rig_cam4_1477838505454193559x8.png,256x256,/l/vision/v5/sragas/ETH_3D/x16/images_rig_cam4_1477838505454193559x16.png,images_rig_cam4_1477838505454193559x16.png,512x512
